Virtual User Script started at : 2018/8/5 14:40:39	[MsgId: MMSG-15967]
Action.c(213): web_url("CheckLoginStatusByUser") started  	[MsgId: MMSG-26355]
Action.c(213): HTML parsing not performed for Content-Type "application/json" ("ParseHtmlContentType" Run-Time Setting is "TEXT"). URL="http://10.184.129.108/Platform/Account/CheckLoginStatus"  	[MsgId: MMSG-26548]
Action.c(213): web_url("CheckLoginStatusByUser") was successful, 4 body bytes, 251 header bytes  	[MsgId: MMSG-26386]
User Login website successfully: HTTP/1.1 200 OK
Cache-Control: private
Content-Type: application/json; charset=utf-8
Server: Microsoft-IIS/7.5
X-AspNetMvc-Version: 5.2
X-AspNet-Version: 4.0.30319
X-Powered-By: ASP.NET
Date: Sun, 05 Aug 2018 08:29:19 GMT
Content-Length: 4

true	[MsgId: MMSG-17999]
Action.c(238): web_url("tableRowsPerPage") started  	[MsgId: MMSG-26355]
Action.c(238): HTML parsing not performed for Content-Type "application/json" ("ParseHtmlContentType" Run-Time Setting is "TEXT"). URL="http://10.184.129.108/webapi/api/tableRowsPerPage"  	[MsgId: MMSG-26548]
Action.c(238): web_url("tableRowsPerPage") was successful, 39 body bytes, 258 header bytes  	[MsgId: MMSG-26386]
Action.c(246): web_url("worklistcolumns") started  	[MsgId: MMSG-26355]
Action.c(246): HTML parsing not performed for Content-Type "application/json" ("ParseHtmlContentType" Run-Time Setting is "TEXT"). URL="http://10.184.129.108/webapi/api/worklist/worklistcolumns"  	[MsgId: MMSG-26548]
Action.c(246): web_url("worklistcolumns") was successful, 6057 body bytes, 260 header bytes  	[MsgId: MMSG-26386]
Action.c(262): web_url("systemversion") started  	[MsgId: MMSG-26355]
Action.c(262): HTML parsing not performed for Content-Type "application/json" ("ParseHtmlContentType" Run-Time Setting is "TEXT"). URL="http://10.184.129.108/webapi/api/systemversion"  	[MsgId: MMSG-26548]
Action.c(262): web_url("systemversion") was successful, 17 body bytes, 258 header bytes  	[MsgId: MMSG-26386]
Action.c(270): web_url("CheckLoginStatus") started  	[MsgId: MMSG-26355]
Action.c(270): HTML parsing not performed for Content-Type "application/json" ("ParseHtmlContentType" Run-Time Setting is "TEXT"). URL="http://10.184.129.108/Platform/Account/CheckLoginStatus"  	[MsgId: MMSG-26548]
Action.c(270): web_url("CheckLoginStatus") was successful, 4 body bytes, 251 header bytes  	[MsgId: MMSG-26386]
Action.c(280): web_url("workarea-app-container.html") started  	[MsgId: MMSG-26355]
Action.c(280): web_url("workarea-app-container.html") was successful, 901 body bytes, 245 header bytes  	[MsgId: MMSG-26386]
Action.c(289): web_url("terminalmonitor-template.html") started  	[MsgId: MMSG-26355]
Action.c(289): web_url("terminalmonitor-template.html") was successful, 33052 body bytes, 247 header bytes  	[MsgId: MMSG-26386]
Action.c(313): web_custom_request("terminalmonitoring") started  	[MsgId: MMSG-26355]
Action.c(313): Warning -26000: Request body (length=39) is not empty for HTTP Method=GET, for URL is "http://10.184.129.108/webapi/api/terminalmonitoring?userId=20" (Internal ID=815)  	[MsgId: MWAR-26000]
Action.c(313): HTML parsing not performed for Content-Type "application/json" ("ParseHtmlContentType" Run-Time Setting is "TEXT"). URL="http://10.184.129.108/webapi/api/terminalmonitoring?userId=20"  	[MsgId: MMSG-26548]
Action.c(313): web_custom_request("terminalmonitoring") highest severity level was "warning", 91733 body bytes, 261 header bytes  	[MsgId: MMSG-26388]
Action.c(323): web_url("CheckLoginStatus_5") started  	[MsgId: MMSG-26355]
Action.c(323): HTML parsing not performed for Content-Type "application/json" ("ParseHtmlContentType" Run-Time Setting is "TEXT"). URL="http://10.184.129.108/Platform/Account/CheckLoginStatus"  	[MsgId: MMSG-26548]
Action.c(323): web_url("CheckLoginStatus_5") was successful, 4 body bytes, 251 header bytes  	[MsgId: MMSG-26386]
Action.c(339): Notify: Transaction "User_login" ended with a "Pass" status (Duration: 0.1848 Wasted Time: 0.0000).	[MsgId: MMSG-16871]
Action.c(582): lr_think_time: 30.00 seconds.	[MsgId: MMSG-15948]
Action.c(825): lr_think_time: 30.00 seconds.	[MsgId: MMSG-15948]
Ending action Action.	[MsgId: MMSG-15918]
Ending iteration 40.	[MsgId: MMSG-15965]
Waiting 16.5650 seconds for iteration pacing.	[MsgId: MMSG-15996]
Starting iteration 41.	[MsgId: MMSG-15968]
Starting action Action.	[MsgId: MMSG-15919]
Action.c(6): web_set_max_html_param_len started  	[MsgId: MMSG-26355]
Action.c(6): web_set_max_html_param_len was successful  	[MsgId: MMSG-26392]
Action.c(8): web_url("Platform") started  	[MsgId: MMSG-26355]
Action.c(8): web_url("Platform") was successful, 6282 body bytes, 247 header bytes  	[MsgId: MMSG-26386]
Action.c(87): web_url("login-view.html") started  	[MsgId: MMSG-26355]
Action.c(87): web_url("login-view.html") was successful, 6207 body bytes, 246 header bytes  	[MsgId: MMSG-26386]
Action.c(99): web_reg_save_param started  	[MsgId: MMSG-26355]
Action.c(99): Registering web_reg_save_param was successful  	[MsgId: MMSG-26390]
Action.c(104): web_reg_save_param started  	[MsgId: MMSG-26355]
Action.c(104): Registering web_reg_save_param was successful  	[MsgId: MMSG-26390]
Action.c(109): web_reg_save_param started  	[MsgId: MMSG-26355]
Action.c(109): Registering web_reg_save_param was successful  	[MsgId: MMSG-26390]
Action.c(114): Notify: Transaction "User_login" started.	[MsgId: MMSG-16999]
Action.c(116): web_custom_request("login") started  	[MsgId: MMSG-26355]
Action.c(116): HTML parsing not performed for Content-Type "application/json" ("ParseHtmlContentType" Run-Time Setting is "TEXT"). URL="http://10.184.129.108/Platform/account/login"  	[MsgId: MMSG-26548]
Action.c(116): web_custom_request("login") was successful, 78 body bytes, 1676 header bytes  	[MsgId: MMSG-26386]
Action.c(127): web_add_cookie started  	[MsgId: MMSG-26355]
Action.c(127): web_add_cookie was successful  	[MsgId: MMSG-26392]
Action.c(128): web_add_cookie started  	[MsgId: MMSG-26355]
Action.c(128): web_add_cookie was successful  	[MsgId: MMSG-26392]
Action.c(138): web_url("login_2") started  	[MsgId: MMSG-26355]
Action.c(138): Redirecting "http://10.184.129.108/Platform//account/login" (redirection depth is 0)  	[MsgId: MMSG-26694]
Action.c(138): To location "http://10.184.129.108/Platform/workarea"  	[MsgId: MMSG-26693]
Action.c(138): web_url("login_2") was successful, 14819 body bytes, 539 header bytes  	[MsgId: MMSG-26386]
Action.c(146): web_url("workarea") started  	[MsgId: MMSG-26355]
Action.c(146): web_url("workarea") was successful, 14684 body bytes, 260 header bytes  	[MsgId: MMSG-26386]
Action.c(206): web_add_auto_header("Authorization") started  	[MsgId: MMSG-26355]
Action.c(206): Warning -26593: The header being added may cause unpredictable results when applied to all ensuing URLs. It is added anyway  	[MsgId: MWAR-26593]
Action.c(206): web_add_auto_header("Authorization") highest severity level was "warning"  	[MsgId: MMSG-26391]
Action.c(208): web_reg_save_param started  	[MsgId: MMSG-26355]
Action.c(208): Registering web_reg_save_param was successful  	[MsgId: MMSG-26390]
Action.c(213): web_url("CheckLoginStatusByUser") started  	[MsgId: MMSG-26355]
Action.c(213): HTML parsing not performed for Content-Type "application/json" ("ParseHtmlContentType" Run-Time Setting is "TEXT"). URL="http://10.184.129.108/Platform/Account/CheckLoginStatus"  	[MsgId: MMSG-26548]
Action.c(213): web_url("CheckLoginStatusByUser") was successful, 4 body bytes, 251 header bytes  	[MsgId: MMSG-26386]
User Login website successfully: HTTP/1.1 200 OK
Cache-Control: private
Content-Type: application/json; charset=utf-8
Server: Microsoft-IIS/7.5
X-AspNetMvc-Version: 5.2
X-AspNet-Version: 4.0.30319
X-Powered-By: ASP.NET
Date: Sun, 05 Aug 2018 08:30:35 GMT
Content-Length: 4

true	[MsgId: MMSG-17999]
Action.c(238): web_url("tableRowsPerPage") started  	[MsgId: MMSG-26355]
Action.c(238): HTML parsing not performed for Content-Type "application/json" ("ParseHtmlContentType" Run-Time Setting is "TEXT"). URL="http://10.184.129.108/webapi/api/tableRowsPerPage"  	[MsgId: MMSG-26548]
Action.c(238): web_url("tableRowsPerPage") was successful, 39 body bytes, 258 header bytes  	[MsgId: MMSG-26386]
Action.c(246): web_url("worklistcolumns") started  	[MsgId: MMSG-26355]
Action.c(246): HTML parsing not performed for Content-Type "application/json" ("ParseHtmlContentType" Run-Time Setting is "TEXT"). URL="http://10.184.129.108/webapi/api/worklist/worklistcolumns"  	[MsgId: MMSG-26548]
Action.c(246): web_url("worklistcolumns") was successful, 6057 body bytes, 260 header bytes  	[MsgId: MMSG-26386]
Action.c(262): web_url("systemversion") started  	[MsgId: MMSG-26355]
Action.c(262): HTML parsing not performed for Content-Type "application/json" ("ParseHtmlContentType" Run-Time Setting is "TEXT"). URL="http://10.184.129.108/webapi/api/systemversion"  	[MsgId: MMSG-26548]
Action.c(262): web_url("systemversion") was successful, 17 body bytes, 258 header bytes  	[MsgId: MMSG-26386]
Action.c(270): web_url("CheckLoginStatus") started  	[MsgId: MMSG-26355]
Action.c(270): HTML parsing not performed for Content-Type "application/json" ("ParseHtmlContentType" Run-Time Setting is "TEXT"). URL="http://10.184.129.108/Platform/Account/CheckLoginStatus"  	[MsgId: MMSG-26548]
Action.c(270): web_url("CheckLoginStatus") was successful, 4 body bytes, 251 header bytes  	[MsgId: MMSG-26386]
Action.c(280): web_url("workarea-app-container.html") started  	[MsgId: MMSG-26355]
Action.c(280): web_url("workarea-app-container.html") was successful, 901 body bytes, 245 header bytes  	[MsgId: MMSG-26386]
Action.c(289): web_url("terminalmonitor-template.html") started  	[MsgId: MMSG-26355]
Action.c(289): web_url("terminalmonitor-template.html") was successful, 33052 body bytes, 247 header bytes  	[MsgId: MMSG-26386]
Action.c(313): web_custom_request("terminalmonitoring") started  	[MsgId: MMSG-26355]
Action.c(313): Warning -26000: Request body (length=39) is not empty for HTTP Method=GET, for URL is "http://10.184.129.108/webapi/api/terminalmonitoring?userId=17" (Internal ID=830)  	[MsgId: MWAR-26000]
Action.c(313): HTML parsing not performed for Content-Type "application/json" ("ParseHtmlContentType" Run-Time Setting is "TEXT"). URL="http://10.184.129.108/webapi/api/terminalmonitoring?userId=17"  	[MsgId: MMSG-26548]
Action.c(313): web_custom_request("terminalmonitoring") highest severity level was "warning", 91733 body bytes, 261 header bytes  	[MsgId: MMSG-26388]
Action.c(323): web_url("CheckLoginStatus_5") started  	[MsgId: MMSG-26355]
Action.c(323): HTML parsing not performed for Content-Type "application/json" ("ParseHtmlContentType" Run-Time Setting is "TEXT"). URL="http://10.184.129.108/Platform/Account/CheckLoginStatus"  	[MsgId: MMSG-26548]
Action.c(323): web_url("CheckLoginStatus_5") was successful, 4 body bytes, 251 header bytes  	[MsgId: MMSG-26386]
Action.c(339): Notify: Transaction "User_login" ended with a "Pass" status (Duration: 0.4634 Wasted Time: 0.0000).	[MsgId: MMSG-16871]
Action.c(388): web_reg_save_param started  	[MsgId: MMSG-26355]
Action.c(388): Registering web_reg_save_param was successful  	[MsgId: MMSG-26390]
Action.c(392): Notify: Transaction "SetStatusOfReportWithoutExpand_printed" started.	[MsgId: MMSG-16999]
Action.c(394): web_custom_request("web_custom_request") started  	[MsgId: MMSG-26355]
Action.c(394): HTML parsing not performed for Content-Type "application/json" ("ParseHtmlContentType" Run-Time Setting is "TEXT"). URL="http://10.184.129.108/webapi/api/worklist/UpdateStatusByStudyInstanceUID"  	[MsgId: MMSG-26548]
Action.c(394): web_custom_request("web_custom_request") was successful, 546 body bytes, 259 header bytes  	[MsgId: MMSG-26386]
Action.c(404): Notify: Transaction "SetStatusOfReportWithoutExpand_printed" ended with a "Pass" status (Duration: 3.6692 Wasted Time: 0.0000).	[MsgId: MMSG-16871]
The result is:  true	[MsgId: MMSG-17999]
Action.c(413): lr_think_time: 30.00 seconds.	[MsgId: MMSG-15948]
Action.c(415): web_url("CheckLoginStatus_25") started  	[MsgId: MMSG-26355]
Action.c(415): HTML parsing not performed for Content-Type "application/json" ("ParseHtmlContentType" Run-Time Setting is "TEXT"). URL="http://10.184.129.108/Platform/Account/CheckLoginStatus"  	[MsgId: MMSG-26548]
Action.c(415): web_url("CheckLoginStatus_25") was successful, 4 body bytes, 251 header bytes  	[MsgId: MMSG-26386]
Action.c(582): lr_think_time: 30.00 seconds.	[MsgId: MMSG-15948]
Action.c(825): lr_think_time: 30.00 seconds.	[MsgId: MMSG-15948]
Ending action Action.	[MsgId: MMSG-15918]
Ending iteration 41.	[MsgId: MMSG-15965]
Waiting 21.0040 seconds for iteration pacing.	[MsgId: MMSG-15996]
Starting iteration 42.	[MsgId: MMSG-15968]
Starting action Action.	[MsgId: MMSG-15919]
Action.c(6): web_set_max_html_param_len started  	[MsgId: MMSG-26355]
Action.c(6): web_set_max_html_param_len was successful  	[MsgId: MMSG-26392]
Action.c(8): web_url("Platform") started  	[MsgId: MMSG-26355]
Action.c(8): web_url("Platform") was successful, 6282 body bytes, 247 header bytes  	[MsgId: MMSG-26386]
Action.c(87): web_url("login-view.html") started  	[MsgId: MMSG-26355]
Action.c(87): web_url("login-view.html") was successful, 6207 body bytes, 246 header bytes  	[MsgId: MMSG-26386]
Action.c(99): web_reg_save_param started  	[MsgId: MMSG-26355]
Action.c(99): Registering web_reg_save_param was successful  	[MsgId: MMSG-26390]
Action.c(104): web_reg_save_param started  	[MsgId: MMSG-26355]
Action.c(104): Registering web_reg_save_param was successful  	[MsgId: MMSG-26390]
Action.c(109): web_reg_save_param started  	[MsgId: MMSG-26355]
Action.c(109): Registering web_reg_save_param was successful  	[MsgId: MMSG-26390]
Action.c(114): Notify: Transaction "User_login" started.	[MsgId: MMSG-16999]
Action.c(116): web_custom_request("login") started  	[MsgId: MMSG-26355]
Action.c(116): HTML parsing not performed for Content-Type "application/json" ("ParseHtmlContentType" Run-Time Setting is "TEXT"). URL="http://10.184.129.108/Platform/account/login"  	[MsgId: MMSG-26548]
Action.c(116): web_custom_request("login") was successful, 78 body bytes, 1676 header bytes  	[MsgId: MMSG-26386]
Action.c(127): web_add_cookie started  	[MsgId: MMSG-26355]
Action.c(127): web_add_cookie was successful  	[MsgId: MMSG-26392]
Action.c(128): web_add_cookie started  	[MsgId: MMSG-26355]
Action.c(128): web_add_cookie was successful  	[MsgId: MMSG-26392]
Action.c(138): web_url("login_2") started  	[MsgId: MMSG-26355]
Action.c(138): Redirecting "http://10.184.129.108/Platform//account/login" (redirection depth is 0)  	[MsgId: MMSG-26694]
Action.c(138): To location "http://10.184.129.108/Platform/workarea"  	[MsgId: MMSG-26693]
Action.c(138): web_url("login_2") was successful, 14819 body bytes, 539 header bytes  	[MsgId: MMSG-26386]
Action.c(146): web_url("workarea") started  	[MsgId: MMSG-26355]
Action.c(146): web_url("workarea") was successful, 14684 body bytes, 260 header bytes  	[MsgId: MMSG-26386]
Action.c(206): web_add_auto_header("Authorization") started  	[MsgId: MMSG-26355]
Action.c(206): Warning -26593: The header being added may cause unpredictable results when applied to all ensuing URLs. It is added anyway  	[MsgId: MWAR-26593]
Action.c(206): web_add_auto_header("Authorization") highest severity level was "warning"  	[MsgId: MMSG-26391]
Action.c(208): web_reg_save_param started  	[MsgId: MMSG-26355]
Action.c(208): Registering web_reg_save_param was successful  	[MsgId: MMSG-26390]
Action.c(213): web_url("CheckLoginStatusByUser") started  	[MsgId: MMSG-26355]
Action.c(213): HTML parsing not performed for Content-Type "application/json" ("ParseHtmlContentType" Run-Time Setting is "TEXT"). URL="http://10.184.129.108/Platform/Account/CheckLoginStatus"  	[MsgId: MMSG-26548]
Action.c(213): web_url("CheckLoginStatusByUser") was successful, 4 body bytes, 251 header bytes  	[MsgId: MMSG-26386]
User Login website successfully: HTTP/1.1 200 OK
Cache-Control: private
Content-Type: application/json; charset=utf-8
Server: Microsoft-IIS/7.5
X-AspNetMvc-Version: 5.2
X-AspNet-Version: 4.0.30319
X-Powered-By: ASP.NET
Date: Sun, 05 Aug 2018 08:32:31 GMT
Content-Length: 4

true	[MsgId: MMSG-17999]
Action.c(238): web_url("tableRowsPerPage") started  	[MsgId: MMSG-26355]
Action.c(238): HTML parsing not performed for Content-Type "application/json" ("ParseHtmlContentType" Run-Time Setting is "TEXT"). URL="http://10.184.129.108/webapi/api/tableRowsPerPage"  	[MsgId: MMSG-26548]
Action.c(238): web_url("tableRowsPerPage") was successful, 39 body bytes, 258 header bytes  	[MsgId: MMSG-26386]
Action.c(246): web_url("worklistcolumns") started  	[MsgId: MMSG-26355]
Action.c(246): HTML parsing not performed for Content-Type "application/json" ("ParseHtmlContentType" Run-Time Setting is "TEXT"). URL="http://10.184.129.108/webapi/api/worklist/worklistcolumns"  	[MsgId: MMSG-26548]
Action.c(246): web_url("worklistcolumns") was successful, 6057 body bytes, 260 header bytes  	[MsgId: MMSG-26386]
Action.c(262): web_url("systemversion") started  	[MsgId: MMSG-26355]
